Player_Name,Role_Desc,Player_team,Opposit_Team,is_manofThematch,pscore,City_Name
A Mishra,Player,Delhi Daredevils,Gujarat Lions,0,0,Gujarat Lions
Azhar Mahmood,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
JD Unadkat,Player,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Kolkata Knight Riders
AB Dinda,Player,Rising Pune Supergiants,Sunrisers Hyderabad,1,0,Sunrisers Hyderabad
R Bhatia,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
L Balaji,Player,Chennai Super Kings,Kolkata Knight Riders,0,0,Kolkata Knight Riders
S Kaul,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
AJ Finch,Player,Gujarat Lions,Kolkata Knight Riders,0,0,Gujarat Lions
DPMD Jayawardene,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
Ankit Sharma,Player,Rajasthan Royals,Mumbai Indians,0,0,Rajasthan Royals
SR Watson,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
K Goel,Player,Kings XI Punjab,Mumbai Indians,0,1,Kings XI Punjab
SPD Smith,Player,Rising Pune Supergiants,Royal Challengers Bangalore,0,0,Rising Pune Supergiants
STR Binny,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Kolkata Knight Riders
TM Dilshan,Player,Delhi Daredevils,Chennai Super Kings,0,0,Chennai Super Kings
MS Bisla,Keeper,Kolkata Knight Riders,Mumbai Indians,0,0,Mumbai Indians
JJ Bumrah,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
S Dhawan,Player,Deccan Chargers,Mumbai Indians,0,1,Deccan Chargers
SB Jakati,Player,Chennai Super Kings,Pune Warriors,0,1,Chennai Super Kings
STR Binny,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
DA Miller,Player,Kings XI Punjab,Kolkata Knight Riders,0,0,Kolkata Knight Riders
RA Jadeja,Player,Gujarat Lions,Kings XI Punjab,0,0,Gujarat Lions
MM Patel,Player,Rajasthan Royals,Delhi Daredevils,0,0,Delhi Daredevils
V Sehwag,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
AB de Villiers,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Kings XI Punjab
STR Binny,Player,Royal Challengers Bangalore,Gujarat Lions,0,1,Gujarat Lions
R Ashwin,Player,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Rising Pune Supergiants
R Bhatia,Player,Rising Pune Supergiants,Kolkata Knight Riders,0,0,Rising Pune Supergiants
RG Sharma,Player,Deccan Chargers,Royal Challengers Bangalore,0,1,Deccan Chargers
M Muralitharan,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
S Badrinath,Player,Chennai Super Kings,Delhi Daredevils,0,1,Chennai Super Kings
R Dravid,Captain,Royal Challengers Bangalore,Mumbai Indians,0,3,Mumbai Indians
PP Ojha,Player,Deccan Chargers,Delhi Daredevils,0,1,Deccan Chargers
ML Hayden,Player,Chennai Super Kings,Mumbai Indians,1,1,Chennai Super Kings
A Mishra,Player,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
AB Agarkar,Player,Kolkata Knight Riders,Rajasthan Royals,0,0,Kolkata Knight Riders
Harbhajan Singh,Player,Mumbai Indians,Kings XI Punjab,1,0,Kings XI Punjab
YK Pathan,Player,Kolkata Knight Riders,Delhi Daredevils,0,1,Kolkata Knight Riders
MS Dhoni,Keeper,Rising Pune Supergiants,Royal Challengers Bangalore,0,0,Rising Pune Supergiants
A Symonds,Player,Deccan Chargers,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
RN ten Doeschate,Player,Kolkata Knight Riders,Rajasthan Royals,0,1,Kolkata Knight Riders
SPD Smith,Player,Pune Warriors,Mumbai Indians,1,0,Mumbai Indians
RA Jadeja,Player,Chennai Super Kings,Sunrisers Hyderabad,0,1,Chennai Super Kings
MG Johnson,Player,Kings XI Punjab,Delhi Daredevils,0,1,Kings XI Punjab
SK Raina,Player,Chennai Super Kings,Kolkata Knight Riders,0,1,Kolkata Knight Riders
S Dhawan,Player,Sunrisers Hyderabad,Rajasthan Royals,0,0,Rajasthan Royals
Iqbal Abdulla,Player,Kolkata Knight Riders,Rajasthan Royals,0,0,Rajasthan Royals
B Chipli,Player,Deccan Chargers,Chennai Super Kings,0,0,Deccan Chargers
KA Pollard,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
S Dhawan,Player,Deccan Chargers,Kings XI Punjab,1,0,Kings XI Punjab
GB Hogg,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
JC Buttler,Player,Mumbai Indians,Rising Pune Supergiants,0,0,Rising Pune Supergiants
AB Dinda,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
RR Pant,Keeper,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
S Sreesanth,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
Harmeet Singh,Player,Deccan Chargers,Chennai Super Kings,0,0,Chennai Super Kings
SP Narine,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,Kolkata Knight Riders
GC Smith,Player,Rajasthan Royals,Chennai Super Kings,0,1,Rajasthan Royals
YK Pathan,Player,Rajasthan Royals,Chennai Super Kings,0,0,Chennai Super Kings
AM Rahane,Player,Rajasthan Royals,Royal Challengers Bangalore,1,0,Royal Challengers Bangalore
Z Khan,Player,Mumbai Indians,Rajasthan Royals,0,0,Rajasthan Royals
Yuvraj Singh,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,Royal Challengers Bangalore
I Sharma,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
R Dravid,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
JP Duminy,Captain,Delhi Daredevils,Royal Challengers Bangalore,0,4,Delhi Daredevils
GC Smith,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
R Vinay Kumar,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Mumbai Indians
MJ McClenaghan,Player,Mumbai Indians,Gujarat Lions,0,0,Gujarat Lions
DA Warner,Captain,Sunrisers Hyderabad,Gujarat Lions,1,3,Gujarat Lions
SK Warne,Captain,Rajasthan Royals,Mumbai Indians,0,3,Mumbai Indians
Yuvraj Singh,Player,Delhi Daredevils,Chennai Super Kings,0,0,Delhi Daredevils
V Sehwag,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
WD Parnell,Player,Pune Warriors,Kochi Tuskers Kerala,0,0,Pune Warriors
R Vinay Kumar,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
F du Plessis,Player,Chennai Super Kings,Royal Challengers Bangalore,1,1,Chennai Super Kings
SE Marsh,Player,Kings XI Punjab,Rajasthan Royals,1,1,Kings XI Punjab
JH Kallis,Player,Kolkata Knight Riders,Mumbai Indians,1,0,Mumbai Indians
S Dhawan,Captain,Sunrisers Hyderabad,Royal Challengers Bangalore,0,3,Royal Challengers Bangalore
MA Agarwal,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
JP Faulkner,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Rajasthan Royals
RG Sharma,Player,Deccan Chargers,Chennai Super Kings,0,0,Deccan Chargers
AC Gilchrist,CaptainKeeper,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
Y Nagar,Player,Delhi Daredevils,Mumbai Indians,0,1,Delhi Daredevils
DJ Hooda,Player,Sunrisers Hyderabad,Kings XI Punjab,0,0,Kings XI Punjab
SR Tendulkar,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
DPMD Jayawardene,Captain,Kochi Tuskers Kerala,Royal Challengers Bangalore,0,3,Kochi Tuskers Kerala
MR Marsh,Player,Pune Warriors,Rajasthan Royals,0,0,Rajasthan Royals
Anureet Singh,Player,Kings XI Punjab,Rajasthan Royals,0,0,Kings XI Punjab
YK Pathan,Player,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
V Sehwag,Captain,Delhi Daredevils,Kings XI Punjab,0,3,Delhi Daredevils
V Kohli,Player,Royal Challengers Bangalore,Pune Warriors,0,1,Royal Challengers Bangalore
SC Ganguly,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,Kolkata Knight Riders
AD Russell,Player,Delhi Daredevils,Royal Challengers Bangalore,0,1,Delhi Daredevils
BB McCullum,Player,Chennai Super Kings,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
SL Malinga,Player,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
Y Venugopal Rao,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
PJ Sangwan,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
DR Smith,Player,Chennai Super Kings,Delhi Daredevils,0,0,Delhi Daredevils
KC Sangakkara,CaptainKeeper,Kings XI Punjab,Delhi Daredevils,0,1,Kings XI Punjab
YS Chahal,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Royal Challengers Bangalore
Shakib Al Hasan,Player,Kolkata Knight Riders,Mumbai Indians,0,0,Mumbai Indians
SK Raina,Player,Chennai Super Kings,Kings XI Punjab,0,0,Kings XI Punjab
DJ Hussey,Player,Kolkata Knight Riders,Deccan Chargers,0,1,Kolkata Knight Riders
MA Agarwal,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Kings XI Punjab
R Dravid,Player,Royal Challengers Bangalore,Deccan Chargers,0,0,Royal Challengers Bangalore
DJ Hooda,Player,Sunrisers Hyderabad,Gujarat Lions,0,0,Gujarat Lions
RG Sharma,Captain,Mumbai Indians,Gujarat Lions,0,4,Mumbai Indians
VR Aaron,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
Yuvraj Singh,Player,Sunrisers Hyderabad,Mumbai Indians,0,0,Mumbai Indians
Azhar Mahmood,Player,Kings XI Punjab,Delhi Daredevils,0,0,Kings XI Punjab
GJ Bailey,Captain,Kings XI Punjab,Chennai Super Kings,0,3,Chennai Super Kings
AT Rayudu,Player,Mumbai Indians,Pune Warriors,0,0,Pune Warriors
AM Nayar,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
RG Sharma,Captain,Mumbai Indians,Chennai Super Kings,0,3,Chennai Super Kings
WP Saha,Keeper,Kolkata Knight Riders,Rajasthan Royals,0,0,Rajasthan Royals
G Gambhir,Captain,Kolkata Knight Riders,Rajasthan Royals,0,4,Kolkata Knight Riders
SB Jakati,Player,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
ST Jayasuriya,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DJ Hooda,Player,Sunrisers Hyderabad,Gujarat Lions,0,0,Gujarat Lions
MS Gony,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
M Kaif,Player,Rajasthan Royals,Chennai Super Kings,0,1,Rajasthan Royals
DA Warner,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
B Kumar,Player,Pune Warriors,Rajasthan Royals,0,0,Pune Warriors
UT Yadav,Player,Kolkata Knight Riders,Kings XI Punjab,0,1,Kolkata Knight Riders
AD Russell,Player,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,Royal Challengers Bangalore
SA Asnodkar,Player,Rajasthan Royals,Deccan Chargers,0,0,Deccan Chargers
KK Nair,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
MF Maharoof,Player,Delhi Daredevils,Rajasthan Royals,0,0,Delhi Daredevils
F du Plessis,Player,Chennai Super Kings,Rajasthan Royals,0,1,Chennai Super Kings
AB de Villiers,Player,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
TM Dilshan,Player,Delhi Daredevils,Rajasthan Royals,0,0,Delhi Daredevils
KL Rahul,Keeper,Royal Challengers Bangalore,Gujarat Lions,0,1,Royal Challengers Bangalore
SK Trivedi,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
AM Rahane,Player,Rising Pune Supergiants,Mumbai Indians,0,0,Mumbai Indians
Y Venugopal Rao,Player,Delhi Daredevils,Pune Warriors,0,0,Pune Warriors
S Aravind,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
AM Rahane,Player,Rajasthan Royals,Pune Warriors,0,0,Pune Warriors
MV Boucher,Keeper,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
KA Pollard,Player,Mumbai Indians,Kings XI Punjab,0,1,Mumbai Indians
AB de Villiers,Keeper,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
AB de Villiers,Keeper,Royal Challengers Bangalore,Pune Warriors,0,1,Royal Challengers Bangalore
A Mishra,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
DS Kulkarni,Player,Rajasthan Royals,Kings XI Punjab,0,0,Kings XI Punjab
DB Das,Player,Kolkata Knight Riders,Kings XI Punjab,0,1,Kolkata Knight Riders
RG Sharma,Player,Mumbai Indians,Deccan Chargers,0,0,Deccan Chargers
PA Patel,Keeper,Chennai Super Kings,Rajasthan Royals,0,1,Chennai Super Kings
S Badrinath,Player,Chennai Super Kings,Kolkata Knight Riders,0,1,Chennai Super Kings
S Badrinath,Player,Chennai Super Kings,Kings XI Punjab,0,1,Chennai Super Kings
RV Uthappa,Keeper,Pune Warriors,Kings XI Punjab,0,0,Pune Warriors
M Morkel,Player,Kolkata Knight Riders,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
M Morkel,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
KD Karthik,Keeper,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
MA Starc,Player,Royal Challengers Bangalore,Kings XI Punjab,0,0,Kings XI Punjab
Yuvraj Singh,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
DS Kulkarni,Player,Gujarat Lions,Mumbai Indians,0,0,Mumbai Indians
Bipul Sharma,Player,Kings XI Punjab,Chennai Super Kings,0,0,Chennai Super Kings
MK Tiwary,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,Kolkata Knight Riders
MC Henriques,Player,Sunrisers Hyderabad,Rising Pune Supergiants,0,0,Sunrisers Hyderabad
DP Nannes,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
KC Sangakkara,Captain,Deccan Chargers,Kings XI Punjab,0,3,Kings XI Punjab
JD Unadkat,Player,Royal Challengers Bangalore,Delhi Daredevils,0,1,Royal Challengers Bangalore
F du Plessis,Player,Chennai Super Kings,Kolkata Knight Riders,0,0,Kolkata Knight Riders
AT Rayudu,Player,Mumbai Indians,Rajasthan Royals,0,1,Mumbai Indians
SA Yadav,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kolkata Knight Riders
NM Coulter-Nile,Player,Delhi Daredevils,Kings XI Punjab,0,0,Kings XI Punjab
RA Jadeja,Player,Chennai Super Kings,Pune Warriors,0,1,Chennai Super Kings
DJ Bravo,Player,Mumbai Indians,Rajasthan Royals,0,0,Mumbai Indians
MJ McClenaghan,Player,Mumbai Indians,Delhi Daredevils,0,0,Mumbai Indians
V Sehwag,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
SR Watson,Player,Rajasthan Royals,Chennai Super Kings,0,1,Rajasthan Royals
P Negi,Player,Delhi Daredevils,Rajasthan Royals,0,0,Rajasthan Royals
DJ Hussey,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
PA Patel,Keeper,Kochi Tuskers Kerala,Rajasthan Royals,0,0,Rajasthan Royals
SPD Smith,Player,Rajasthan Royals,Delhi Daredevils,0,0,Rajasthan Royals
KH Pandya,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
V Kohli,Captain,Royal Challengers Bangalore,Rajasthan Royals,0,3,Rajasthan Royals
KV Sharma,Player,Sunrisers Hyderabad,Rajasthan Royals,0,0,Sunrisers Hyderabad
BJ Hodge,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
RR Powar,Player,Kings XI Punjab,Rajasthan Royals,0,1,Kings XI Punjab
SP Narine,Player,Kolkata Knight Riders,Rajasthan Royals,0,0,Rajasthan Royals
A Nehra,Player,Sunrisers Hyderabad,Gujarat Lions,0,0,Sunrisers Hyderabad
S Kaul,Player,Delhi Daredevils,Sunrisers Hyderabad,0,1,Delhi Daredevils
SK Raina,Player,Chennai Super Kings,Deccan Chargers,0,0,Chennai Super Kings
AD Mathews,Captain,Pune Warriors,Mumbai Indians,0,3,Mumbai Indians
M Kartik,Player,Kolkata Knight Riders,Mumbai Indians,0,1,Kolkata Knight Riders
SV Samson,Keeper,Rajasthan Royals,Mumbai Indians,0,0,Rajasthan Royals
RV Uthappa,Keeper,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
NLTC Perera,Player,Rising Pune Supergiants,Sunrisers Hyderabad,0,0,Rising Pune Supergiants
WP Saha,Keeper,Kings XI Punjab,Mumbai Indians,0,0,Kings XI Punjab
MEK Hussey,Player,Chennai Super Kings,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
SW Tait,Player,Rajasthan Royals,Deccan Chargers,0,0,Deccan Chargers
SB Jakati,Player,Chennai Super Kings,Mumbai Indians,0,0,Chennai Super Kings
MR Marsh,Player,Pune Warriors,Sunrisers Hyderabad,0,0,Pune Warriors
PV Tambe,Player,Rajasthan Royals,Chennai Super Kings,0,0,Rajasthan Royals
BJ Hodge,Player,Rajasthan Royals,Kolkata Knight Riders,0,0,Kolkata Knight Riders
MS Gony,Player,Deccan Chargers,Delhi Daredevils,0,1,Deccan Chargers
Bipul Sharma,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
CH Gayle,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
RP Singh,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
SS Tiwary,Player,Rising Pune Supergiants,Gujarat Lions,0,0,Rising Pune Supergiants
SS Iyer,Player,Delhi Daredevils,Chennai Super Kings,0,0,Chennai Super Kings
HH Gibbs,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
JD Unadkat,Player,Delhi Daredevils,Kings XI Punjab,0,1,Delhi Daredevils
Azhar Mahmood,Player,Kolkata Knight Riders,Rajasthan Royals,0,0,Rajasthan Royals
R Vinay Kumar,Player,Royal Challengers Bangalore,Chennai Super Kings,0,1,Royal Challengers Bangalore
OA Shah,Player,Rajasthan Royals,Mumbai Indians,0,1,Rajasthan Royals
Harbhajan Singh,Player,Mumbai Indians,Kolkata Knight Riders,0,1,Mumbai Indians
DB Das,Player,Kolkata Knight Riders,Mumbai Indians,0,0,Mumbai Indians
R Bhatia,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
R Dhawan,Player,Mumbai Indians,Chennai Super Kings,0,0,Chennai Super Kings
AT Rayudu,Keeper,Mumbai Indians,Delhi Daredevils,1,1,Mumbai Indians
JJ Bumrah,Player,Mumbai Indians,Kolkata Knight Riders,0,0,Mumbai Indians
A Mishra,Player,Delhi Daredevils,Chennai Super Kings,0,0,Chennai Super Kings
DPMD Jayawardene,Player,Kings XI Punjab,Royal Challengers Bangalore,0,1,Kings XI Punjab
M Vijay,Player,Chennai Super Kings,Kochi Tuskers Kerala,0,0,Kochi Tuskers Kerala
M Kartik,Player,Kolkata Knight Riders,Mumbai Indians,0,0,Kolkata Knight Riders
WP Saha,Keeper,Kings XI Punjab,Kolkata Knight Riders,0,1,Kings XI Punjab
Gurkeerat Singh,Keeper,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
RP Singh,Player,Kochi Tuskers Kerala,Delhi Daredevils,0,0,Kochi Tuskers Kerala
PJ Sangwan,Player,Delhi Daredevils,Mumbai Indians,0,0,Delhi Daredevils
JP Duminy,Player,Deccan Chargers,Delhi Daredevils,0,0,Delhi Daredevils
SK Trivedi,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
DJ Hooda,Player,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,Kolkata Knight Riders
G Gambhir,Captain,Delhi Daredevils,Chennai Super Kings,0,3,Chennai Super Kings
CH Morris,Player,Chennai Super Kings,Mumbai Indians,0,0,Chennai Super Kings
CH Gayle,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,Kolkata Knight Riders
J Botha,Player,Delhi Daredevils,Rajasthan Royals,0,1,Delhi Daredevils
PJ Sangwan,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
SS Iyer,Player,Delhi Daredevils,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
DS Kulkarni,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
AL Menaria,Player,Rajasthan Royals,Chennai Super Kings,0,1,Rajasthan Royals
SV Samson,Keeper,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
SC Ganguly,Captain,Pune Warriors,Kings XI Punjab,0,3,Pune Warriors
A Nehra,Player,Mumbai Indians,Deccan Chargers,0,0,Deccan Chargers
S Anirudha,Player,Chennai Super Kings,Rajasthan Royals,0,1,Chennai Super Kings
DJ Bravo,Player,Mumbai Indians,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
KA Pollard,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
P Negi,Player,Chennai Super Kings,Mumbai Indians,0,0,Chennai Super Kings
KD Karthik,Keeper,Delhi Daredevils,Mumbai Indians,0,0,Delhi Daredevils
SK Warne,Captain,Rajasthan Royals,Deccan Chargers,0,3,Deccan Chargers
R Bhatia,Player,Delhi Daredevils,Royal Challengers Bangalore,0,1,Delhi Daredevils
MK Pandey,Player,Pune Warriors,Kings XI Punjab,0,0,Pune Warriors
RS Bopara,Player,Sunrisers Hyderabad,Chennai Super Kings,0,0,Chennai Super Kings
STR Binny,Player,Rajasthan Royals,Mumbai Indians,0,0,Mumbai Indians
MC Henriques,Player,Sunrisers Hyderabad,Rajasthan Royals,0,0,Rajasthan Royals
SL Malinga,Player,Mumbai Indians,Pune Warriors,1,0,Pune Warriors
V Kohli,Player,Royal Challengers Bangalore,Kings XI Punjab,0,1,Royal Challengers Bangalore
M Vijay,Player,Chennai Super Kings,Kings XI Punjab,0,0,Kings XI Punjab
RE van der Merwe,Player,Royal Challengers Bangalore,Mumbai Indians,0,0,Royal Challengers Bangalore
LRPL Taylor,Player,Pune Warriors,Kings XI Punjab,0,0,Pune Warriors
AJ Finch,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,0,0,Sunrisers Hyderabad
MS Dhoni,Keeper,Rising Pune Supergiants,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
KC Sangakkara,Keeper,Kings XI Punjab,Rajasthan Royals,0,0,Kings XI Punjab
ML Hayden,Player,Chennai Super Kings,Delhi Daredevils,1,0,Delhi Daredevils
SB Jakati,Player,Chennai Super Kings,Mumbai Indians,0,0,Mumbai Indians
R Bhatia,Player,Rising Pune Supergiants,Mumbai Indians,0,0,Mumbai Indians
PP Ojha,Player,Mumbai Indians,Deccan Chargers,0,0,Deccan Chargers
M Manhas,Player,Delhi Daredevils,Deccan Chargers,0,0,Deccan Chargers
S Badrinath,Player,Chennai Super Kings,Royal Challengers Bangalore,0,1,Chennai Super Kings
M Kartik,Player,Pune Warriors,Rajasthan Royals,0,0,Rajasthan Royals
F du Plessis,Player,Chennai Super Kings,Delhi Daredevils,0,0,Delhi Daredevils
AJ Finch,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Delhi Daredevils
AP Tare,Player,Mumbai Indians,Kings XI Punjab,0,1,Mumbai Indians
UT Yadav,Player,Kolkata Knight Riders,Kings XI Punjab,0,0,Kings XI Punjab
CH Morris,Player,Delhi Daredevils,Mumbai Indians,0,0,Mumbai Indians
V Kohli,Captain,Royal Challengers Bangalore,Deccan Chargers,0,4,Royal Challengers Bangalore
AM Nayar,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
CL White,Player,Royal Challengers Bangalore,Rajasthan Royals,0,0,Rajasthan Royals
I Sharma,Player,Deccan Chargers,Delhi Daredevils,0,1,Deccan Chargers
RP Singh,Player,Deccan Chargers,Rajasthan Royals,0,1,Deccan Chargers
P Kumar,Player,Kings XI Punjab,Mumbai Indians,0,0,Mumbai Indians
Harbhajan Singh,Player,Mumbai Indians,Delhi Daredevils,0,0,Delhi Daredevils
DA Warner,Captain,Sunrisers Hyderabad,Rising Pune Supergiants,0,3,Sunrisers Hyderabad
KA Pollard,Player,Mumbai Indians,Royal Challengers Bangalore,0,1,Mumbai Indians
PV Tambe,Player,Rajasthan Royals,Royal Challengers Bangalore,0,0,Rajasthan Royals
B Kumar,Player,Pune Warriors,Rajasthan Royals,0,0,Rajasthan Royals
M Kartik,Player,Kolkata Knight Riders,Chennai Super Kings,0,0,Chennai Super Kings
Yuvraj Singh,Captain,Kings XI Punjab,Royal Challengers Bangalore,0,4,Kings XI Punjab
MK Tiwary,Player,Delhi Daredevils,Mumbai Indians,0,1,Delhi Daredevils
JP Duminy,Captain,Delhi Daredevils,Sunrisers Hyderabad,0,3,Sunrisers Hyderabad
MK Pandey,Player,Kolkata Knight Riders,Mumbai Indians,0,0,Kolkata Knight Riders
SS Tiwary,Player,Royal Challengers Bangalore,Chennai Super Kings,0,1,Royal Challengers Bangalore
S Badrinath,Player,Chennai Super Kings,Kings XI Punjab,0,0,Chennai Super Kings
GJ Maxwell,Player,Kings XI Punjab,Chennai Super Kings,1,0,Kings XI Punjab
CA Pujara,Player,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,Royal Challengers Bangalore
Iqbal Abdulla,Player,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,Kolkata Knight Riders
PP Chawla,Player,Kings XI Punjab,Royal Challengers Bangalore,0,0,Royal Challengers Bangalore
MR Marsh,Player,Deccan Chargers,Delhi Daredevils,0,0,Delhi Daredevils
DJ Hussey,Player,Kings XI Punjab,Pune Warriors,0,1,Kings XI Punjab
V Kohli,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Royal Challengers Bangalore
M Vohra,Player,Kings XI Punjab,Sunrisers Hyderabad,0,0,Sunrisers Hyderabad
RG Sharma,Player,Deccan Chargers,Rajasthan Royals,0,1,Deccan Chargers
M Vijay,Captain,Kings XI Punjab,Kolkata Knight Riders,0,3,Kolkata Knight Riders
EJG Morgan,Player,Sunrisers Hyderabad,Delhi Daredevils,0,0,Sunrisers Hyderabad
Yuvraj Singh,Player,Royal Challengers Bangalore,Rajasthan Royals,0,1,Royal Challengers Bangalore
GJ Bailey,Captain,Kings XI Punjab,Delhi Daredevils,0,3,Kings XI Punjab
DB Das,Player,Kolkata Knight Riders,Kings XI Punjab,0,1,Kolkata Knight Riders
MS Dhoni,CaptainKeeper,Chennai Super Kings,Kings XI Punjab,0,0,Chennai Super Kings
R Vinay Kumar,Player,Royal Challengers Bangalore,Chennai Super Kings,0,0,Chennai Super Kings
CA Pujara,Player,Kings XI Punjab,Rajasthan Royals,0,0,Rajasthan Royals
AB de Villiers,Player,Royal Challengers Bangalore,Rajasthan Royals,1,0,Royal Challengers Bangalore
RP Singh,Player,Mumbai Indians,Kings XI Punjab,0,0,Kings XI Punjab
A Nehra,Player,Delhi Daredevils,Deccan Chargers,0,0,Delhi Daredevils
