"Player_Name","Role_Desc","Player_team","Opposit_Team","is_manofThematch","pscore","City_Name"
"R Dravid","Captain","Royal Challengers Bangalore","Kolkata Knight Riders","0","4","Royal Challengers Bangalore"
"V Kohli","Player","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"JH Kallis","Player","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"CL White","Player","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"MV Boucher","Keeper","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"P Kumar","Player","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"Z Khan","Player","Royal Challengers Bangalore","Kolkata Knight Riders","0","1","Royal Challengers Bangalore"
"SC Ganguly","Captain","Kolkata Knight Riders","Royal Challengers Bangalore","0","3","Royal Challengers Bangalore"
"BB McCullum","Player","Kolkata Knight Riders","Royal Challengers Bangalore","1","0","Royal Challengers Bangalore"
"DJ Hussey","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"WP Saha","Keeper","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"LR Shukla","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"AB Agarkar","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"M Kartik","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"I Sharma","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"AB Dinda","Player","Kolkata Knight Riders","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"K Goel","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"JR Hopes","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"KC Sangakkara","Keeper","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"Yuvraj Singh","Captain","Kings XI Punjab","Chennai Super Kings","0","4","Kings XI Punjab"
"IK Pathan","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"B Lee","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"PP Chawla","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"S Sreesanth","Player","Kings XI Punjab","Chennai Super Kings","0","1","Kings XI Punjab"
"PA Patel","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"ML Hayden","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"MEK Hussey","Player","Chennai Super Kings","Kings XI Punjab","1","0","Kings XI Punjab"
"MS Dhoni","CaptainKeeper","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"SK Raina","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"S Badrinath","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"MS Gony","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"M Muralitharan","Player","Chennai Super Kings","Kings XI Punjab","0","0","Kings XI Punjab"
"G Gambhir","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"V Sehwag","Captain","Delhi Daredevils","Rajasthan Royals","0","4","Delhi Daredevils"
"S Dhawan","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"MK Tiwary","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"KD Karthik","Keeper","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"R Bhatia","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"MF Maharoof","Player","Delhi Daredevils","Rajasthan Royals","1","1","Delhi Daredevils"
"M Manhas","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"DL Vettori","Player","Delhi Daredevils","Rajasthan Royals","0","1","Delhi Daredevils"
"YK Pathan","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"SR Watson","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"M Kaif","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"RA Jadeja","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"SK Warne","Captain","Rajasthan Royals","Delhi Daredevils","0","3","Delhi Daredevils"
"SK Trivedi","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"MM Patel","Player","Rajasthan Royals","Delhi Daredevils","0","0","Delhi Daredevils"
"ST Jayasuriya","Player","Mumbai Indians","Royal Challengers Bangalore","0","1","Mumbai Indians"
"RV Uthappa","Player","Mumbai Indians","Royal Challengers Bangalore","0","1","Mumbai Indians"
"AM Nayar","Player","Mumbai Indians","Royal Challengers Bangalore","0","1","Mumbai Indians"
"Harbhajan Singh","Captain","Mumbai Indians","Royal Challengers Bangalore","0","4","Mumbai Indians"
"A Nehra","Player","Mumbai Indians","Royal Challengers Bangalore","0","1","Mumbai Indians"
"DS Kulkarni","Player","Mumbai Indians","Royal Challengers Bangalore","0","1","Mumbai Indians"
"R Dravid","Captain","Royal Challengers Bangalore","Mumbai Indians","0","3","Mumbai Indians"
"V Kohli","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"JH Kallis","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"MV Boucher","Keeper","Royal Challengers Bangalore","Mumbai Indians","1","0","Mumbai Indians"
"P Kumar","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"Z Khan","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"LRPL Taylor","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"R Vinay Kumar","Player","Royal Challengers Bangalore","Mumbai Indians","0","0","Mumbai Indians"
"AC Gilchrist","Keeper","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"Y Venugopal Rao","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"VVS Laxman","Captain","Deccan Chargers","Kolkata Knight Riders","0","3","Kolkata Knight Riders"
"A Symonds","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"RG Sharma","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"RP Singh","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"PP Ojha","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"UT Yadav","Player","Deccan Chargers","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"SC Ganguly","Captain","Kolkata Knight Riders","Deccan Chargers","0","4","Kolkata Knight Riders"
"BB McCullum","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"DJ Hussey","Player","Kolkata Knight Riders","Deccan Chargers","1","1","Kolkata Knight Riders"
"WP Saha","Keeper","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"LR Shukla","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"AB Agarkar","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"M Kartik","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"I Sharma","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"AB Dinda","Player","Kolkata Knight Riders","Deccan Chargers","0","1","Kolkata Knight Riders"
"YK Pathan","Player","Rajasthan Royals","Kings XI Punjab","0","1","Rajasthan Royals"
"SR Watson","Player","Rajasthan Royals","Kings XI Punjab","1","1","Rajasthan Royals"
"M Kaif","Player","Rajasthan Royals","Kings XI Punjab","0","1","Rajasthan Royals"
"RA Jadeja","Player","Rajasthan Royals","Kings XI Punjab","0","1","Rajasthan Royals"
"SK Warne","Captain","Rajasthan Royals","Kings XI Punjab","0","4","Rajasthan Royals"
"SK Trivedi","Player","Rajasthan Royals","Kings XI Punjab","0","1","Rajasthan Royals"
"MM Patel","Player","Rajasthan Royals","Kings XI Punjab","0","1","Rajasthan Royals"
"K Goel","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"JR Hopes","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"KC Sangakkara","Keeper","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"Yuvraj Singh","Captain","Kings XI Punjab","Rajasthan Royals","0","3","Rajasthan Royals"
"IK Pathan","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"DPMD Jayawardene","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"S Sohal","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"B Lee","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"PP Chawla","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"S Sreesanth","Player","Kings XI Punjab","Rajasthan Royals","0","0","Rajasthan Royals"
"AC Gilchrist","Keeper","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"Y Venugopal Rao","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"VVS Laxman","Captain","Deccan Chargers","Delhi Daredevils","0","4","Deccan Chargers"
"A Symonds","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"RG Sharma","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"RP Singh","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"PP Ojha","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"UT Yadav","Player","Deccan Chargers","Delhi Daredevils","0","1","Deccan Chargers"
"G Gambhir","Player","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"V Sehwag","Captain","Delhi Daredevils","Deccan Chargers","1","3","Deccan Chargers"
"S Dhawan","Player","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"MK Tiwary","Player","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"KD Karthik","Keeper","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"R Bhatia","Player","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"MF Maharoof","Player","Delhi Daredevils","Deccan Chargers","0","0","Deccan Chargers"
"ST Jayasuriya","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"RV Uthappa","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"AM Nayar","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"Harbhajan Singh","Captain","Mumbai Indians","Chennai Super Kings","0","3","Chennai Super Kings"
"DJ Bravo","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"A Nehra","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"DS Kulkarni","Player","Mumbai Indians","Chennai Super Kings","0","0","Chennai Super Kings"
"PA Patel","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"ML Hayden","Player","Chennai Super Kings","Mumbai Indians","1","1","Chennai Super Kings"
"MEK Hussey","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"MS Dhoni","CaptainKeeper","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"SK Raina","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"S Badrinath","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"MS Gony","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"M Muralitharan","Player","Chennai Super Kings","Mumbai Indians","0","1","Chennai Super Kings"
"AC Gilchrist","Keeper","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"VVS Laxman","Captain","Deccan Chargers","Rajasthan Royals","0","4","Deccan Chargers"
"A Symonds","Player","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"RG Sharma","Player","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"RP Singh","Player","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"PP Ojha","Player","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"UT Yadav","Player","Deccan Chargers","Rajasthan Royals","0","1","Deccan Chargers"
"YK Pathan","Player","Rajasthan Royals","Deccan Chargers","1","0","Deccan Chargers"
"SR Watson","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"M Kaif","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"RA Jadeja","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"SK Warne","Captain","Rajasthan Royals","Deccan Chargers","0","3","Deccan Chargers"
"SK Trivedi","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"GC Smith","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"MM Patel","Player","Rajasthan Royals","Deccan Chargers","0","0","Deccan Chargers"
"K Goel","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"KC Sangakkara","Keeper","Kings XI Punjab","Mumbai Indians","1","1","Kings XI Punjab"
"Yuvraj Singh","Captain","Kings XI Punjab","Mumbai Indians","0","4","Kings XI Punjab"
"IK Pathan","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"DPMD Jayawardene","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"S Sohal","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"B Lee","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"PP Chawla","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"S Sreesanth","Player","Kings XI Punjab","Mumbai Indians","0","1","Kings XI Punjab"
"ST Jayasuriya","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"RV Uthappa","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"AM Nayar","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"Harbhajan Singh","Captain","Mumbai Indians","Kings XI Punjab","0","3","Kings XI Punjab"
"DJ Bravo","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"A Nehra","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"SS Tiwary","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"DS Kulkarni","Player","Mumbai Indians","Kings XI Punjab","0","0","Kings XI Punjab"
"YK Pathan","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"SR Watson","Player","Rajasthan Royals","Royal Challengers Bangalore","1","0","Royal Challengers Bangalore"
"M Kaif","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"RA Jadeja","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"SK Warne","Captain","Rajasthan Royals","Royal Challengers Bangalore","0","3","Royal Challengers Bangalore"
"SK Trivedi","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"GC Smith","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"MM Patel","Player","Rajasthan Royals","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"R Dravid","Captain","Royal Challengers Bangalore","Rajasthan Royals","0","4","Royal Challengers Bangalore"
"V Kohli","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"JH Kallis","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"MV Boucher","Keeper","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"P Kumar","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"Z Khan","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"LRPL Taylor","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"R Vinay Kumar","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"A Kumble","Player","Royal Challengers Bangalore","Rajasthan Royals","0","1","Royal Challengers Bangalore"
"SC Ganguly","Captain","Kolkata Knight Riders","Chennai Super Kings","0","3","Chennai Super Kings"
"BB McCullum","Keeper","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"DJ Hussey","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"WP Saha","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"LR Shukla","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"AB Agarkar","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"M Kartik","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"I Sharma","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"AB Dinda","Player","Kolkata Knight Riders","Chennai Super Kings","0","0","Chennai Super Kings"
"PA Patel","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"ML Hayden","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"MEK Hussey","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"MS Dhoni","CaptainKeeper","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"SK Raina","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"S Badrinath","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"MS Gony","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"M Muralitharan","Player","Chennai Super Kings","Kolkata Knight Riders","0","1","Chennai Super Kings"
"AC Gilchrist","Keeper","Deccan Chargers","Mumbai Indians","1","0","Mumbai Indians"
"VVS Laxman","Captain","Deccan Chargers","Mumbai Indians","0","3","Mumbai Indians"
"A Symonds","Player","Deccan Chargers","Mumbai Indians","0","0","Mumbai Indians"
"RG Sharma","Player","Deccan Chargers","Mumbai Indians","0","0","Mumbai Indians"
"RP Singh","Player","Deccan Chargers","Mumbai Indians","0","0","Mumbai Indians"
"PP Ojha","Player","Deccan Chargers","Mumbai Indians","0","0","Mumbai Indians"
"UT Yadav","Player","Deccan Chargers","Mumbai Indians","0","0","Mumbai Indians"
"ST Jayasuriya","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"RV Uthappa","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"AM Nayar","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"DJ Bravo","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"A Nehra","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"DS Kulkarni","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"AM Rahane","Player","Mumbai Indians","Deccan Chargers","0","1","Mumbai Indians"
"K Goel","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"KC Sangakkara","Keeper","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"Yuvraj Singh","Captain","Kings XI Punjab","Delhi Daredevils","0","4","Kings XI Punjab"
"IK Pathan","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"DPMD Jayawardene","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"B Lee","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"PP Chawla","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"S Sreesanth","Player","Kings XI Punjab","Delhi Daredevils","0","1","Kings XI Punjab"
"G Gambhir","Player","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"V Sehwag","Captain","Delhi Daredevils","Kings XI Punjab","0","3","Kings XI Punjab"
"S Dhawan","Player","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"MK Tiwary","Player","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"KD Karthik","Keeper","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"R Bhatia","Player","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"MF Maharoof","Player","Delhi Daredevils","Kings XI Punjab","0","0","Kings XI Punjab"
"PA Patel","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"ML Hayden","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"MEK Hussey","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"MS Dhoni","CaptainKeeper","Chennai Super Kings","Royal Challengers Bangalore","1","0","Royal Challengers Bangalore"
"SK Raina","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"S Badrinath","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"JA Morkel","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"MS Gony","Player","Chennai Super Kings","Royal Challengers Bangalore","0","0","Royal Challengers Bangalore"
"R Dravid","Captain","Royal Challengers Bangalore","Chennai Super Kings","0","4","Royal Challengers Bangalore"
"V Kohli","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"JH Kallis","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"MV Boucher","Keeper","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"P Kumar","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"Z Khan","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"LRPL Taylor","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"B Chipli","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"DW Steyn","Player","Royal Challengers Bangalore","Chennai Super Kings","0","1","Royal Challengers Bangalore"
"SC Ganguly","Captain","Kolkata Knight Riders","Mumbai Indians","0","4","Kolkata Knight Riders"
"BB McCullum","Keeper","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"DJ Hussey","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"LR Shukla","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"AB Agarkar","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"M Kartik","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"I Sharma","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"DB Das","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"AB Dinda","Player","Kolkata Knight Riders","Mumbai Indians","0","1","Kolkata Knight Riders"
"ST Jayasuriya","Player","Mumbai Indians","Kolkata Knight Riders","1","0","Kolkata Knight Riders"
"RV Uthappa","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"AM Nayar","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"DJ Bravo","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"A Nehra","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"DS Kulkarni","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"AM Rahane","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"MK Pandey","Player","Mumbai Indians","Kolkata Knight Riders","0","0","Kolkata Knight Riders"
"G Gambhir","Player","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"V Sehwag","Captain","Delhi Daredevils","Royal Challengers Bangalore","0","4","Delhi Daredevils"
"S Dhawan","Player","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"MK Tiwary","Player","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"KD Karthik","Keeper","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"R Bhatia","Player","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"DL Vettori","Player","Delhi Daredevils","Royal Challengers Bangalore","0","1","Delhi Daredevils"
"R Dravid","Captain","Royal Challengers Bangalore","Delhi Daredevils","0","3","Delhi Daredevils"
"V Kohli","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"JH Kallis","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"MV Boucher","Keeper","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"P Kumar","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"Z Khan","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"LRPL Taylor","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"R Vinay Kumar","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"DW Steyn","Player","Royal Challengers Bangalore","Delhi Daredevils","0","0","Delhi Daredevils"
"AC Gilchrist","Keeper","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"Y Venugopal Rao","Player","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"VVS Laxman","Captain","Deccan Chargers","Kings XI Punjab","0","4","Deccan Chargers"
"RG Sharma","Player","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"RP Singh","Player","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"HH Gibbs","Player","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"PP Ojha","Player","Deccan Chargers","Kings XI Punjab","0","1","Deccan Chargers"
"K Goel","Player","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"KC Sangakkara","Keeper","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"Yuvraj Singh","Captain","Kings XI Punjab","Deccan Chargers","0","3","Deccan Chargers"
"IK Pathan","Player","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"DPMD Jayawardene","Player","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"PP Chawla","Player","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"S Sreesanth","Player","Kings XI Punjab","Deccan Chargers","0","0","Deccan Chargers"
"SE Marsh","Player","Kings XI Punjab","Deccan Chargers","1","0","Deccan Chargers"
"YK Pathan","Player","Rajasthan Royals","Kolkata Knight Riders","0","1","Rajasthan Royals"
"SR Watson","Player","Rajasthan Royals","Kolkata Knight Riders","0","1","Rajasthan Royals"
"M Kaif","Player","Rajasthan Royals","Kolkata Knight Riders","0","1","Rajasthan Royals"
"RA Jadeja","Player","Rajasthan Royals","Kolkata Knight Riders","0","1","Rajasthan Royals"
"SK Warne","Captain","Rajasthan Royals","Kolkata Knight Riders","0","4","Rajasthan Royals"
