Player_Name,Role_Desc,Player_team,Opposit_Team,is_manofThematch,pscore,City_Name,
R Dravid,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,4,Royal Challengers Bangalore,
W Jaffer,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
V Kohli,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
JH Kallis,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
CL White,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
MV Boucher,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
B Akhil,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
AA Noffke,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
P Kumar,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
Z Khan,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
SB Joshi,Player,Royal Challengers Bangalore,Kolkata Knight Riders,FALSE,1,Royal Challengers Bangalore,
SC Ganguly,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,3,Royal Challengers Bangalore,
BB McCullum,Player,Kolkata Knight Riders,Royal Challengers Bangalore,TRUE,0,Royal Challengers Bangalore,
RT Ponting,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
DJ Hussey,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
Mohammad Hafeez,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
WP Saha,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
LR Shukla,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
AB Agarkar,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
M Kartik,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
I Sharma,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
AB Dinda,Player,Kolkata Knight Riders,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,
K Goel,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
JR Hopes,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
KC Sangakkara,Keeper,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
Yuvraj Singh,Captain,Kings XI Punjab,Chennai Super Kings,FALSE,4,Kings XI Punjab,
SM Katich,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
IK Pathan,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
B Lee,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
PP Chawla,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
WA Mota,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
S Sreesanth,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
P Dharmani,Player,Kings XI Punjab,Chennai Super Kings,FALSE,1,Kings XI Punjab,
PA Patel,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
ML Hayden,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
MEK Hussey,Player,Chennai Super Kings,Kings XI Punjab,TRUE,0,Kings XI Punjab,
MS Dhoni,CaptainKeeper,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
SK Raina,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
JDP Oram,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
S Badrinath,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
Joginder Sharma,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
MS Gony,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
M Muralitharan,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
P Amarnath,Player,Chennai Super Kings,Kings XI Punjab,FALSE,0,Kings XI Punjab,
G Gambhir,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
V Sehwag,Captain,Delhi Daredevils,Rajasthan Royals,FALSE,4,Delhi Daredevils,
S Dhawan,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
MK Tiwary,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
KD Karthik,Keeper,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
R Bhatia,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
MF Maharoof,Player,Delhi Daredevils,Rajasthan Royals,TRUE,1,Delhi Daredevils,
GD McGrath,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
M Manhas,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
DL Vettori,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
B Geeves,Player,Delhi Daredevils,Rajasthan Royals,FALSE,1,Delhi Daredevils,
T Kohli,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
YK Pathan,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
SR Watson,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
M Kaif,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
DS Lehmann,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
RA Jadeja,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
M Rawat,Keeper,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
D Salunkhe,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
SK Warne,Captain,Rajasthan Royals,Delhi Daredevils,FALSE,3,Delhi Daredevils,
SK Trivedi,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
MM Patel,Player,Rajasthan Royals,Delhi Daredevils,FALSE,0,Delhi Daredevils,
L Ronchi,Keeper,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
ST Jayasuriya,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
DJ Thornely,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
RV Uthappa,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
PR Shah,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
AM Nayar,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
SM Pollock,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
Harbhajan Singh,Captain,Mumbai Indians,Royal Challengers Bangalore,FALSE,4,Mumbai Indians,
MA Khote,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
A Nehra,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
DS Kulkarni,Player,Mumbai Indians,Royal Challengers Bangalore,FALSE,1,Mumbai Indians,
R Dravid,Captain,Royal Challengers Bangalore,Mumbai Indians,FALSE,3,Mumbai Indians,
V Kohli,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
JH Kallis,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
MV Boucher,Keeper,Royal Challengers Bangalore,Mumbai Indians,TRUE,0,Mumbai Indians,
B Akhil,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
P Kumar,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
Z Khan,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
SB Joshi,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
S Chanderpaul,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
LRPL Taylor,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
R Vinay Kumar,Player,Royal Challengers Bangalore,Mumbai Indians,FALSE,0,Mumbai Indians,
AC Gilchrist,Keeper,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
Y Venugopal Rao,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
VVS Laxman,Captain,Deccan Chargers,Kolkata Knight Riders,FALSE,3,Kolkata Knight Riders,
A Symonds,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
RG Sharma,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
SB Styris,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
SB Bangar,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
WPUJC Vaas,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
RP Singh,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
PP Ojha,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
UT Yadav,Player,Deccan Chargers,Kolkata Knight Riders,FALSE,0,Kolkata Knight Riders,
SC Ganguly,Captain,Kolkata Knight Riders,Deccan Chargers,FALSE,4,Kolkata Knight Riders,
BB McCullum,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,
RT Ponting,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Royal Challengers Bangalore
DJ Hussey,Player,Kolkata Knight Riders,Deccan Chargers,TRUE,1,Kolkata Knight Riders,Rajasthan Royals
Mohammad Hafeez,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Mumbai Indians
WP Saha,Keeper,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Royal Challengers Bangalore
LR Shukla,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Mumbai Indians
AB Agarkar,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Mumbai Indians
M Kartik,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Pune Warriors
I Sharma,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Chennai Super Kings
AB Dinda,Player,Kolkata Knight Riders,Deccan Chargers,FALSE,1,Kolkata Knight Riders,Chennai Super Kings
YK Pathan,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Sunrisers Hyderabad
SR Watson,Player,Rajasthan Royals,Kings XI Punjab,TRUE,1,Rajasthan Royals,Delhi Daredevils
M Kaif,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Delhi Daredevils
DS Lehmann,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Pune Warriors
RA Jadeja,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Chennai Super Kings
D Salunkhe,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Deccan Chargers
SK Warne,Captain,Rajasthan Royals,Kings XI Punjab,FALSE,4,Rajasthan Royals,Chennai Super Kings
SK Trivedi,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Royal Challengers Bangalore
Kamran Akmal,Keeper,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Royal Challengers Bangalore
Pankaj Singh,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Chennai Super Kings
MM Patel,Player,Rajasthan Royals,Kings XI Punjab,FALSE,1,Rajasthan Royals,Kings XI Punjab
K Goel,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Kings XI Punjab
JR Hopes,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Delhi Daredevils
KC Sangakkara,Keeper,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Kings XI Punjab
Yuvraj Singh,Captain,Kings XI Punjab,Rajasthan Royals,FALSE,3,Rajasthan Royals,Delhi Daredevils
IK Pathan,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Chennai Super Kings
DPMD Jayawardene,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Chennai Super Kings
S Sohal,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Mumbai Indians
B Lee,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Sunrisers Hyderabad
PP Chawla,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Delhi Daredevils
WA Mota,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Kolkata Knight Riders
S Sreesanth,Player,Kings XI Punjab,Rajasthan Royals,FALSE,0,Rajasthan Royals,Royal Challengers Bangalore
AC Gilchrist,Keeper,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Chennai Super Kings
Y Venugopal Rao,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Rajasthan Royals
VVS Laxman,Captain,Deccan Chargers,Delhi Daredevils,FALSE,4,Deccan Chargers,Kings XI Punjab
A Symonds,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Royal Challengers Bangalore
RG Sharma,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Chennai Super Kings
SB Bangar,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Kolkata Knight Riders
WPUJC Vaas,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Kings XI Punjab
RP Singh,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Kings XI Punjab
Shahid Afridi,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Chennai Super Kings
PP Ojha,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Royal Challengers Bangalore
UT Yadav,Player,Deccan Chargers,Delhi Daredevils,FALSE,1,Deccan Chargers,Chennai Super Kings
G Gambhir,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Chennai Super Kings
V Sehwag,Captain,Delhi Daredevils,Deccan Chargers,TRUE,3,Deccan Chargers,Kolkata Knight Riders
S Dhawan,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
Shoaib Malik,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
MK Tiwary,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Sunrisers Hyderabad
KD Karthik,Keeper,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
R Bhatia,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Rising Pune Supergiants
MF Maharoof,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
VY Mahesh,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
Mohammad Asif,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Deccan Chargers
GD McGrath,Player,Delhi Daredevils,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
L Ronchi,Keeper,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Delhi Daredevils
ST Jayasuriya,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kings XI Punjab
RV Uthappa,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Pune Warriors
AM Nayar,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Chennai Super Kings
SM Pollock,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Chennai Super Kings
Harbhajan Singh,Captain,Mumbai Indians,Chennai Super Kings,FALSE,3,Chennai Super Kings,Deccan Chargers
DJ Bravo,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kings XI Punjab
MA Khote,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kolkata Knight Riders
A Nehra,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Delhi Daredevils
DS Kulkarni,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kolkata Knight Riders
VS Yeligati,Player,Mumbai Indians,Chennai Super Kings,FALSE,0,Chennai Super Kings,Royal Challengers Bangalore
PA Patel,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Rajasthan Royals
ML Hayden,Player,Chennai Super Kings,Mumbai Indians,TRUE,1,Chennai Super Kings,Mumbai Indians
MEK Hussey,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Kings XI Punjab
MS Dhoni,CaptainKeeper,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Kings XI Punjab
SK Raina,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
JDP Oram,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Sunrisers Hyderabad
S Badrinath,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
Joginder Sharma,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Sunrisers Hyderabad
MS Gony,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
M Muralitharan,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Royal Challengers Bangalore
P Amarnath,Player,Chennai Super Kings,Mumbai Indians,FALSE,1,Chennai Super Kings,Rajasthan Royals
AC Gilchrist,Keeper,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Rajasthan Royals
VVS Laxman,Captain,Deccan Chargers,Rajasthan Royals,FALSE,4,Deccan Chargers,Rajasthan Royals
A Symonds,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Delhi Daredevils
RG Sharma,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Kolkata Knight Riders
SB Bangar,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Delhi Daredevils
WPUJC Vaas,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Mumbai Indians
RP Singh,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Rajasthan Royals
Shahid Afridi,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Sunrisers Hyderabad
D Kalyankrishna,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Mumbai Indians
PP Ojha,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Royal Challengers Bangalore
UT Yadav,Player,Deccan Chargers,Rajasthan Royals,FALSE,1,Deccan Chargers,Royal Challengers Bangalore
YK Pathan,Player,Rajasthan Royals,Deccan Chargers,TRUE,0,Deccan Chargers,Delhi Daredevils
SR Watson,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
M Kaif,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
RA Jadeja,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Sunrisers Hyderabad
D Salunkhe,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Delhi Daredevils
SK Warne,Captain,Rajasthan Royals,Deccan Chargers,FALSE,3,Deccan Chargers,Kochi Tuskers Kerala
SK Trivedi,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Royal Challengers Bangalore
Kamran Akmal,Keeper,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Mumbai Indians
GC Smith,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Delhi Daredevils
Pankaj Singh,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Deccan Chargers
MM Patel,Player,Rajasthan Royals,Deccan Chargers,FALSE,0,Deccan Chargers,Kings XI Punjab
K Goel,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Delhi Daredevils
KC Sangakkara,Keeper,Kings XI Punjab,Mumbai Indians,TRUE,1,Kings XI Punjab,Chennai Super Kings
Yuvraj Singh,Captain,Kings XI Punjab,Mumbai Indians,FALSE,4,Kings XI Punjab,Kings XI Punjab
IK Pathan,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Deccan Chargers
DPMD Jayawardene,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Kings XI Punjab
S Sohal,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Mumbai Indians
B Lee,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Kings XI Punjab
PP Chawla,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Delhi Daredevils
RR Sarwan,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Royal Challengers Bangalore
S Sreesanth,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Royal Challengers Bangalore
VRV Singh,Player,Kings XI Punjab,Mumbai Indians,FALSE,1,Kings XI Punjab,Royal Challengers Bangalore
L Ronchi,Keeper,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Chennai Super Kings
ST Jayasuriya,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Royal Challengers Bangalore
RV Uthappa,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Kolkata Knight Riders
AM Nayar,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Mumbai Indians
SM Pollock,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,Captain,Mumbai Indians,Kings XI Punjab,FALSE,3,Kings XI Punjab,Mumbai Indians
DJ Bravo,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Mumbai Indians
MA Khote,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Rajasthan Royals
A Nehra,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Delhi Daredevils
SS Tiwary,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Delhi Daredevils
DS Kulkarni,Player,Mumbai Indians,Kings XI Punjab,FALSE,0,Kings XI Punjab,Kings XI Punjab
YK Pathan,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kolkata Knight Riders
SR Watson,Player,Rajasthan Royals,Royal Challengers Bangalore,TRUE,0,Royal Challengers Bangalore,Rajasthan Royals
M Kaif,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Gujarat Lions
RA Jadeja,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kolkata Knight Riders
M Rawat,Keeper,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Mumbai Indians
D Salunkhe,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Sunrisers Hyderabad
SK Warne,Captain,Rajasthan Royals,Royal Challengers Bangalore,FALSE,3,Royal Challengers Bangalore,Rising Pune Supergiants
SK Trivedi,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Chennai Super Kings
GC Smith,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Kochi Tuskers Kerala
Sohail Tanvir,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Royal Challengers Bangalore
MM Patel,Player,Rajasthan Royals,Royal Challengers Bangalore,FALSE,0,Royal Challengers Bangalore,Royal Challengers Bangalore
R Dravid,Captain,Royal Challengers Bangalore,Rajasthan Royals,FALSE,4,Royal Challengers Bangalore,Delhi Daredevils
V Kohli,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
JH Kallis,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Rajasthan Royals
MV Boucher,Keeper,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Rajasthan Royals
P Kumar,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Z Khan,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Deccan Chargers
SB Joshi,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Mumbai Indians
S Chanderpaul,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Chennai Super Kings
LRPL Taylor,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kolkata Knight Riders
R Vinay Kumar,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Kings XI Punjab
A Kumble,Player,Royal Challengers Bangalore,Rajasthan Royals,FALSE,1,Royal Challengers Bangalore,Royal Challengers Bangalore
SC Ganguly,Captain,Kolkata Knight Riders,Chennai Super Kings,FALSE,3,Chennai Super Kings,Kolkata Knight Riders
BB McCullum,Keeper,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Pune Warriors
RT Ponting,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Delhi Daredevils
DJ Hussey,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Delhi Daredevils
Mohammad Hafeez,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Royal Challengers Bangalore
WP Saha,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kolkata Knight Riders
LR Shukla,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Sunrisers Hyderabad
AB Agarkar,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Chennai Super Kings
M Kartik,Player,Kolkata Knight Riders,Chennai Super Kings,FALSE,0,Chennai Super Kings,Kings XI Punjab
